ARMA_MAT_TXT_FN008
2200 4
0.000000000000000000e+00	3.789715600000000109e+02	8.766733999999999583e+01	1.132538090000000011e+03
1.987924874943155729e+00	3.793787660879074792e+02	8.767338245400735275e+01	1.134488559514407598e+03
3.975849749886311457e+00	3.797863957576487905e+02	8.767235094497490877e+01	1.136439002889622088e+03
5.963774624829467186e+00	3.801940254273900450e+02	8.767131943594249321e+01	1.138389446264836579e+03
7.951699499772622914e+00	3.805917708671885862e+02	8.767063883212939857e+01	1.140341929105152985e+03
9.939624374715780419e+00	3.809719981992170688e+02	8.767058014782702458e+01	1.142298026548696271e+03
1.192754924965893437e+01	3.813522255312455513e+02	8.767052146352463637e+01	1.144254123992239784e+03
1.391547412460209010e+01	3.817324528632740908e+02	8.767046277922224817e+01	1.146210221435783069e+03
1.590339899954524583e+01	3.820839504384260863e+02	8.767071284380105567e+01	1.148175929511965478e+03
1.789132387448840333e+01	3.824340197644996806e+02	8.767097825728473026e+01	1.150142115363761377e+03
1.987924874943156084e+01	3.827840890905731612e+02	8.767124367076840485e+01	1.152108301215557276e+03
2.186717362437471124e+01	3.831331416257489764e+02	8.767126432392981883e+01	1.154080692893960077e+03
2.385509849931786874e+01	3.834801815722402125e+02	8.767080050987568995e+01	1.156065368097357123e+03
2.584302337426102270e+01	3.838272215187314487e+02	8.767033669582158950e+01	1.158050043300754623e+03
2.783094824920418020e+01	3.841742614652226280e+02	8.766987288176746063e+01	1.160034718504151897e+03
2.981887312414733415e+01	3.844978615099340118e+02	8.767040003805725235e+01	1.162023840907206932e+03
3.180679799909049166e+01	3.848207919477597443e+02	8.767095550336351550e+01	1.164013090353264943e+03
3.379472287403365272e+01	3.851437223855855336e+02	8.767151096866977866e+01	1.166002339799323181e+03
3.578264774897680667e+01	3.854468023644096206e+02	8.767214520393243049e+01	1.167995512000827830e+03
3.777057262391996062e+01	3.857267344388439483e+02	8.767287129396875400e+01	1.169993258583611350e+03
3.975849749886312168e+01	3.860066665132781623e+02	8.767359738400504909e+01	1.171991005166394643e+03
4.174642237380627563e+01	3.862865985877124331e+02	8.767432347404137261e+01	1.173988751749177936e+03
4.373434724874942248e+01	3.865402217356825076e+02	8.767381076137655782e+01	1.175992615451262736e+03
4.572227212369257643e+01	3.867465586903956023e+02	8.767107149400935384e+01	1.178007473721516817e+03
4.771019699863573749e+01	3.869528956451086970e+02	8.766833222664217828e+01	1.180022331991770898e+03
4.969812187357889144e+01	3.871592325998217348e+02	8.766559295927498852e+01	1.182037190262024978e+03
5.168604674852204539e+01	3.873655695545348863e+02	8.766285369190779875e+01	1.184052048532278832e+03
5.367397162346520645e+01	3.875436752152886584e+02	8.766187961156266795e+01	1.186067157199262056e+03
5.566189649840836040e+01	3.876912294816166877e+02	8.766281578460599633e+01	1.188082536841045112e+03
5.764982137335151435e+01	3.878387837479446034e+02	8.766375195764932471e+01	1.190097916482827941e+03
5.963774624829466831e+01	3.879863380142726896e+02	8.766468813069266730e+01	1.192113296124610770e+03
6.162567112323782936e+01	3.881338922806006622e+02	8.766562430373598147e+01	1.194128675766393826e+03
6.361359599818098332e+01	3.882814465469286347e+02	8.766656047677932406e+01	1.196144055408176882e+03
6.560152087312414437e+01	3.884290008132566072e+02	8.766749664982263823e+01	1.198159435049959711e+03
6.758944574806730543e+01	3.885573541964521382e+02	8.766784077339380588e+01	1.200172382142887500e+03
6.957737062301045228e+01	3.886735281700838982e+02	8.766780935106149286e+01	1.202183786233413002e+03
7.156529549795361334e+01	3.887897021437156582e+02	8.766777792872920827e+01	1.204195190323938959e+03
7.355322037289676018e+01	3.889058761173474181e+02	8.766774650639689526e+01	1.206206594414464462e+03
7.554114524783992124e+01	3.890220500909791781e+02	8.766771508406461066e+01	1.208217998504990192e+03
7.752907012278306809e+01	3.891382240646108812e+02	8.766768366173231186e+01	1.210229402595515921e+03
7.951699499772624335e+01	3.892543980382426980e+02	8.766765223940001306e+01	1.212240806686041651e+03
8.150491987266939020e+01	3.893705720118744580e+02	8.766762081706772847e+01	1.214252210776567608e+03
8.349284474761255126e+01	3.894867459855062748e+02	8.766758939473541545e+01	1.216263614867093338e+03
8.548076962255569811e+01	3.894919089686251823e+02	8.766736339530557132e+01	1.218273066854041417e+03
8.746869449749884495e+01	3.894497259388745647e+02	8.766705440904961222e+01	1.220281686271883245e+03
8.945661937244200601e+01	3.894075429091240039e+02	8.766674542279365312e+01	1.222290305689725301e+03
9.144454424738515286e+01	3.893653598793733295e+02	8.766643643653770823e+01	1.224298925107567356e+03
9.343246912232832813e+01	3.893231768496227687e+02	8.766612745028174913e+01	1.226307544525409412e+03
9.542039399727147497e+01	3.892809938198722080e+02	8.766581846402579004e+01	1.228316163943251468e+03
9.740831887221463603e+01	3.892388107901215335e+02	8.766550947776983094e+01	1.230324783361093523e+03
9.939624374715778288e+01	3.891966277603709727e+02	8.766520049151387184e+01	1.232333402778935579e+03
1.013841686221009439e+02	3.891544447306204120e+02	8.766489150525794116e+01	1.234342022196777862e+03
1.033720934970440908e+02	3.891122617008697944e+02	8.766458251900198206e+01	1.236350641614619690e+03
1.053600183719872518e+02	3.890700786711191768e+02	8.766427353274602297e+01	1.238359261032461745e+03
1.073479432469304129e+02	3.890278956413685592e+02	8.766396454649006387e+01	1.240367880450303801e+03
1.093358681218735740e+02	3.889857126116180552e+02	8.766365556023410477e+01	1.242376499868145856e+03
1.113237929968167208e+02	3.889435295818674376e+02	8.766334657397814567e+01	1.244385119285987912e+03
1.133117178717598819e+02	3.889013465521168200e+02	8.766303758772218657e+01	1.246393738703829968e+03
1.152996427467030287e+02	3.888591635223662024e+02	8.766272860146622747e+01	1.248402358121672023e+03
1.172875676216461898e+02	3.888169804926155848e+02	8.766241961521026838e+01	1.250410977539514079e+03
1.192754924965893366e+02	3.887747974628650240e+02	8.766211062895432349e+01	1.252419596957356134e+03
1.212634173715325119e+02	3.887326144331144064e+02	8.766180164269836439e+01	1.254428216375198190e+03
1.232513422464756587e+02	3.886904314033637888e+02	8.766149265644240529e+01	1.256436835793040245e+03
1.252392671214188198e+02	3.886482483736132281e+02	8.766118367018646040e+01	1.258445455210882301e+03
1.272271919963619666e+02	3.886060653438626105e+02	8.766087468393050131e+01	1.260454074628724356e+03
1.292151168713051277e+02	3.885638823141120497e+02	8.766056569767454221e+01	1.262462694046566412e+03
1.312030417462482887e+02	3.885216992843614889e+02	8.766025671141859732e+01	1.264471313464408695e+03
1.331909666211914214e+02	3.884795162546108145e+02	8.765994772516262401e+01	1.266479932882250523e+03
1.351788914961346109e+02	3.884373332248602537e+02	8.765963873890667912e+01	1.268488552300092806e+03
1.371668163710777435e+02	3.883693258450537087e+02	8.765936438564170885e+01	1.270495789995133464e+03
1.391547412460209046e+02	3.881683410207759835e+02	8.765926836819646439e+01	1.272495912778600996e+03
1.411426661209640372e+02	3.879673561964982582e+02	8.765917235075121994e+01	1.274496035562068755e+03
1.431305909959072267e+02	3.877663713722205330e+02	8.765907633330597548e+01	1.276496158345536514e+03
1.451185158708503877e+02	3.875653865479428077e+02	8.765898031586073103e+01	1.278496281129004274e+03
1.471064407457935204e+02	3.873644017236650257e+02	8.765888429841548657e+01	1.280496403912471806e+03
1.490943656207366814e+02	3.871404009857533879e+02	8.765886664137609330e+01	1.282495127918717799e+03
1.510822904956798425e+02	3.869086024536691184e+02	8.765887553285116951e+01	1.284493378019080410e+03
1.530702153706230035e+02	3.866768039215847921e+02	8.765888442432623151e+01	1.286491628119443249e+03
1.550581402455661362e+02	3.864450053895004658e+02	8.765889331580129351e+01	1.288489878219806087e+03
1.570460651205092972e+02	3.862078832832418698e+02	8.765888542299065023e+01	1.290484920928826796e+03
1.590339899954524867e+02	3.859546400294473187e+02	8.765882670305950342e+01	1.292470250834505350e+03
1.610219148703956193e+02	3.857013967756528245e+02	8.765876798312837082e+01	1.294455580740183905e+03
1.630098397453387804e+02	3.854481535218582735e+02	8.765870926319723822e+01	1.296440910645862459e+03
1.649977646202819130e+02	3.851949102680637225e+02	8.765865054326609140e+01	1.298426240551540786e+03
1.669856894952251025e+02	3.849294491560951315e+02	8.765860188967575084e+01	1.300401361779196577e+03
1.689736143701682352e+02	3.846613142158402070e+02	8.765855543906289427e+01	1.302374248879423703e+03
1.709615392451113962e+02	3.843931792755854531e+02	8.765850898845005190e+01	1.304347135979651284e+03
1.729494641200545573e+02	3.841250443353306423e+02	8.765846253783720954e+01	1.306320023079878865e+03
1.749373889949976899e+02	3.838557659270500722e+02	8.765854075020948244e+01	1.308289693751703453e+03
1.769253138699408794e+02	3.835860647690626593e+02	8.765866505153152843e+01	1.310258175283006949e+03
1.789132387448840120e+02	3.833163636110751895e+02	8.765878935285358864e+01	1.312226656814310672e+03
1.809011636198271731e+02	3.830466624530878335e+02	8.765891365417566305e+01	1.314195138345614396e+03
1.828890884947703057e+02	3.827764699754271760e+02	8.765904485322718642e+01	1.316163633997905663e+03
1.848770133697134952e+02	3.825033675369003277e+02	8.765921690576765002e+01	1.318132213285199441e+03
1.868649382446566563e+02	3.822302650983735930e+02	8.765938895830811362e+01	1.320100792572492992e+03
1.888528631195997889e+02	3.819571626598467446e+02	8.765956101084856300e+01	1.322069371859786543e+03
1.908407879945429499e+02	3.816840602213199531e+02	8.765973306338904081e+01	1.324037951147080094e+03
1.928287128694861110e+02	3.814112222144196949e+02	8.766258665616689427e+01	1.326005784813666651e+03
1.948166377444292721e+02	3.811384564951332550e+02	8.766617330099057881e+01	1.327973414650090490e+03
1.968045626193724047e+02	3.808656907758468719e+02	8.766975994581429177e+01	1.329941044486514102e+03
1.987924874943155658e+02	3.805929250565603752e+02	8.767334659063799052e+01	1.331908674322937713e+03
2.007804123692587552e+02	3.803257653033747374e+02	8.767347153484958255e+01	1.333877040852867594e+03
2.027683372442018879e+02	3.800599974822991953e+02	8.767273695687509871e+01	1.335845590299948071e+03
2.047562621191450489e+02	3.797942296612236532e+02	8.767200237890060066e+01	1.337814139747028548e+03
